,CODIGO_UNICO,CODIGO_SNIP,NOMBRE_INVERSION,ESTADO,SITUACION,MONTO_VIABLE,COSTO_ACTUALIZADO,CTRL_CONCURR,MONTO_LAUDO,MONTO_FIANZA,FECHA_VIABILIDAD,MARCO,TIPO_INVERSION,DEVEN_ACUMUL_ANIO_ANT,DEV_ANIO_ACTUAL
4247,2145926,185802,"MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE CCNN.CAIMITO, DISTRITO DE MASISEA - CORONEL PORTILLO - UCAYALI",ACTIVO,VIABLE,158667.66,158667.66,0,0.0,0.0,11/08/2011 00:00,SNIP,PIP MENOR (SNIP),107237.84,0.0
2218,2688467,2688467,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL LT1 - MZ M DEL MIRADOR EL TRIUNFO DEL   DISTRITO DE LA JOYA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA,ACTIVO,VIABLE,3919919.61,3919919.61,0,0.0,0.0,3/04/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1953,2122687,138502,"CONSTRUCCION DEL PARQUE PRINCIPAL DEL CENTRO POBLADO DE OCCOLLO, DISTRITO DE VINCHOS, PROVINCIA DE HUAMANGA - AYACUCHO",ACTIVO,VIABLE,231437.21,323896.37,0,0.0,0.0,1/03/2010 00:00,SNIP,PIP MENOR (SNIP),322612.35,0.0
2211,2709847,2709847,"REMODELACION DE AMBIENTE DE PREPARACION Y EXPENDIO DE ALIMENTOS CONSTRUCCION DE AMBIENTE DE JUEGOS RECREATIVOS EN EL(LA) I.E. 287 EN EL CENTRO POBLADO MALDONADILLO, DISTRITO DE RAYMONDI, PROVINCIA ATALAYA, DEPARTAMENTO UCAYALI",ACTIVO,APROBADO,272276.31,285280.78,0,0.0,0.0,31/10/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
1963,2625576,2625576,"RENOVACION DE AMBIENTE ADMINISTRATIVO EN EL(LA) Y DE INFRAESTRUCTURA EN LA MUNICIPALIDAD DISTRITAL DE LA MATANZA  DISTRITO DE LA MATANZA, PROVINCIA MORROPON, DEPARTAMENTO PIURA",ACTIVO,APROBADO,125675.0,125675.0,0,0.0,0.0,15/12/2023 00:00,INVIERTE,INVERSIONES IOARR,10000.0,0.0
4691,2685030,2685030,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS AVENIDAS PERIMETRAL 1 Y COLECTORA C DEL MODULO E DE CIUDAD MAJES   DISTRITO DE MAJES DE LA PROVINCIA DE CAYLLOMA DEL DEPARTAMENTO DE AREQUIPA,ACTIVO,VIABLE,12563629.87,12563629.87,0,0.0,0.0,14/07/2025 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3689,2520687,2520687,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD DEL CAMINO VECINAL SECTOR 1: DEL PUENTE BENELIN GTR ¿ PUEBLO NUEVO ¿ CAMINO NACIONAL - SECTOR 2: DEL PUENTE LOS ÁNGELES ¿ SANTA MARTHA SECTOR 3: DE ANDRES GTR ¿ NUEVO EDEN ¿ SECTOR WILLY MIULLER SECTOR 4: CRUCE LOS ANGELES ¿ NUEVA YORK ¿ PERIPECIA,  DISTRITO DE CODO DEL POZUZO - PROVINCIA DE PUERTO INCA - DEPARTAMENTO DE HUANUCO",ACTIVO,VIABLE,2829604.8,3428707.07,0,0.0,0.0,3/06/2021 00:00,INVIERTE,PROYECTO DE INVERSION,651993.19,0.0
666,2614987,2614987,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL ANEXO KIRWAÑA  DE CENTRO POBLADO SAN JUAN DE LLACHUA DISTRITO DE HAQUIRA DE LA PROVINCIA DE COTABAMBAS DEL DEPARTAMENTO DE APURIMAC,ACTIVO,VIABLE,873685.88,873685.88,0,0.0,0.0,4/10/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2558,2151301,201848,"INSTALACION DEL SERVICIO DE AGUA PARA EL SISTEMA DE RIEGO SECTOR HUAMANPATA Y CCAYNECC DE LA COMUNIDAD DE MAICENA, DISTRITO DE SAN ANTONIO DE ANTAPARCO - ANGARAES - HUANCAVELICA",ACTIVO,VIABLE,423580.64,423580.64,0,0.0,0.0,26/01/2012 00:00,SNIP,PIP MENOR (SNIP),438500.0,0.0
3437,2689758,2689758,"RENOVACION DE PUENTE EN EL(LA) CAMINO VECINAL R2201295: EMP. R-2201046 - EL DONCEL (PUENTE PRIMAVERA)  DISTRITO DE SORITOR, PROVINCIA MOYOBAMBA, DEPARTAMENTO SAN MARTIN",ACTIVO,APROBADO,3533317.87,3533317.87,0,0.0,0.0,9/04/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
1591,2047238,54602,"AMPLIACION E INSTALACION DE SANEAMIENTO BASICO EN LA I.E.I. ANGEL DE MARIA DEL AA. HH. TUPAC AMARU SECTOR I, PROVINCIA DE PASCO - PASCO",ACTIVO,VIABLE,85584.0,85584.0,0,0.0,0.0,7/07/2007 00:00,SNIP,PIP MAYOR (SNIP),58181.11,0.0
630,2308975,347399,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE RIEGO POR ASPERSION EN LA COMUNIDAD CAMPESINA DE QUEUÑACANCHA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",ACTIVO,VIABLE,393402.7,457183.31,0,0.0,0.0,18/05/2016 00:00,SNIP,PIP MENOR (SNIP),452093.65,0.0
3128,2468430,2468430,MEJORAMIENTO DE LA LOSA DEPORTIVA DE LA LOCALIDAD DE TRAPICHILLO DEL DISTRITO DE CUMBA - PROVINCIA DE UTCUBAMBA - DEPARTAMENTO DE AMAZONAS,ACTIVO,VIABLE,477280.67,496599.01,0,0.0,0.0,7/11/2019 00:00,INVIERTE,PROYECTO DE INVERSION,225374.09,0.0
4845,2503238,2503238,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 0599  DE CENTRO POBLADO SANTA LUCIA DISTRITO DE SANTA LUCIA DE LA PROVINCIA DE TOCACHE DEL DEPARTAMENTO DE SAN MARTIN,ACTIVO,VIABLE,31433380.79,31433380.79,0,0.0,0.0,10/02/2021 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3522,2531198,2531198,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA A TRAVES DE PISTAS Y VEREDAS EN LA AV. LOS VIRREYES TRAMO (AV. JAVIER PRADO ESTE - CALLE SANTA MARIA) Y CALLE SANTA MARIA TRAMO (AV. VIRREYES - AV. NICOLAS AYLLON), DE LA URB. CERES I ETAPA, ZONA 03, SUB ZONA 02, DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",ACTIVO,VIABLE,1024045.74,1073921.05,0,0.0,0.0,29/09/2021 00:00,INVIERTE,PROYECTO DE INVERSION,24000.0,0.0
3533,2197670,297305,"MEJORAMIENTO DE LA BERMA LATERAL, COLINDANTE A LA PLAZA DE ARMAS DE LA URBANIZACION EL AGUSTINO, DISTRITO DE EL AGUSTINO - LIMA - LIMA",ACTIVO,VIABLE,220768.78,220768.78,0,0.0,0.0,7/07/2014 00:00,SNIP,PIP MENOR (SNIP),28787.66,0.0
3438,2338256,377160,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SERVICIO DE ALCANTARILLADO DE LAS LOCALIDADES DE VILLA PATA, PAMPALCO Y LACCANCCAPAMPA, DISTRITO DE ANTA - ACOBAMBA - HUANCAVELICA",ACTIVO,VIABLE,5670223.0,6910251.08,0,0.0,0.0,17/02/2017 00:00,SNIP,PIP MAYOR (SNIP),102000.0,0.0
11,2562779,2562779,"CONSTRUCCION DE TRIBUNA Y/O PALCO EN EL(LA) LOSA DEPORTIVA. EN LA LOCALIDAD LA COLPA, DISTRITO DE ICHOCAN, PROVINCIA SAN MARCOS, DEPARTAMENTO CAJAMARCA",ACTIVO,APROBADO,93535.23,93535.23,0,0.0,0.0,6/11/2022 00:00,INVIERTE,INVERSIONES IOARR,84356.0,0.0
1656,2494818,2494818,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LOS JIRONES CLARISA LAZO, TUPAC AMARU, HUANCAYO, ANDRES TOMY, SAN MARTIN, BOLIVAR, GRAU Y CAHUIDE DEL  DISTRITO DE VIQUES - PROVINCIA DE HUANCAYO - DEPARTAMENTO DE JUNIN",ACTIVO,VIABLE,8812975.0,7830267.94,0,0.0,0.0,26/08/2020 00:00,INVIERTE,PROYECTO DE INVERSION,20000.0,0.0
364,2076673,91532,"MEJORAMIENTO DE LA INFRAESTRUCTURA FISICA DE LA I.E.I. N° 1636 ¿SAGRADO CORAZON DE JESUS¿ , EN EL CENTRO POBLADO RURAL DE BARBACAY, PROVINCIA DE HUARMEY - ANCASH",ACTIVO,VIABLE,479576.0,670158.92,0,0.0,0.0,21/07/2008 00:00,SNIP,PIP MAYOR (SNIP),656486.78,0.0
2952,2438348,2438348,"ADQUISICIÓN DE UNIDAD ODONTOLÓGICA EN EL(LA) EESS QUILLO - QUILLO EN LA LOCALIDAD QUILLO, DISTRITO DE QUILLO, PROVINCIA YUNGAY, DEPARTAMENTO ANCASH",ACTIVO,APROBADO,22000.0,22000.0,0,0.0,0.0,22/02/2019 00:00,INVIERTE,INVERSIONES IOARR,21900.0,0.0
3227,2287608,329410,"CREACION DE MURO DE CONTENCION EN EL CENTRO POBLADO DE CHAVALINA, DISTRITO DE SAN JOSE DE LOS MOLINOS - ICA - ICA",ACTIVO,VIABLE,546700.28,620335.26,0,0.0,0.0,31/07/2015 00:00,SNIP,PIP MENOR (SNIP),620334.85,0.0
2224,2526438,2526438,"CREACION DEL SERVICIO DE PRÁCTICAS DEPORTIVAS Y RECREATIVAS EN LA LOCALIDAD  EL INGENIO,  DISTRITO DE BUENOS AIRES - PROVINCIA DE MORROPON - DEPARTAMENTO DE PIURA",ACTIVO,VIABLE,2017178.65,1935331.57,0,0.0,0.0,17/08/2021 00:00,INVIERTE,PROYECTO DE INVERSION,349569.31,0.0
2738,2611786,2611786,"ADQUISICION DE MOBILIARIO DE OFICINA, ESCANER, IMPRESORA Y HARDWARE GENERAL EN EL(LA) ESPECIALIDAD CIVIL  DISTRITO DE ABANCAY, PROVINCIA ABANCAY, DEPARTAMENTO APURIMAC",ACTIVO,APROBADO,602829.0,421947.76,0,0.0,0.0,13/09/2023 00:00,INVIERTE,INVERSIONES IOARR,420947.76,0.0
722,2589727,2589727,"MEJORAMIENTO DE LOS SERVICIOS BIBLIOTECARIOS EN LA BIBLIOTECA MUNICIPAL DE URCOS,   DISTRITO DE URCOS DE LA PROVINCIA DE QUISPICANCHI DEL DEPARTAMENTO DE CUSCO",ACTIVO,VIABLE,2126593.96,1476202.58,0,0.0,0.0,18/04/2023 00:00,INVIERTE,PROYECTO DE INVERSION,818971.67,0.0
669,2622020,2622020,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN ESTADIO MUNICIPAL   DISTRITO DE SAPILLICA DE LA PROVINCIA DE AYABACA DEL DEPARTAMENTO DE PIURA,ACTIVO,VIABLE,7477857.54,7477857.54,0,0.0,0.0,20/11/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
542,2632679,2632679,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PRACTICA DEPORTIVA EN LA URBANIZACIÓN LA PRIMAVERA   DISTRITO DE PICOTA DE LA PROVINCIA DE PICOTA DEL DEPARTAMENTO DE SAN MARTIN,ACTIVO,VIABLE,424856.66,427256.3,0,0.0,0.0,21/02/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3950,2520414,2520414,"REPARACION DE PUENTE PEATONAL EN EL(LA) QUEBRADA CCATUNHUAYCCO, EN LA LOCALIDAD VILCANCHOS, DISTRITO DE VILCANCHOS, PROVINCIA VICTOR FAJARDO, DEPARTAMENTO AYACUCHO",ACTIVO,APROBADO,398542.3,383542.3,0,0.0,0.0,4/06/2021 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
4181,2154417,209571,"REHABILITACION DE VIAS URBANAS EN EL CENTRO POBLADO DE PUEBLO NUEVO, DISTRITO DE JOSE CRESPO Y CASTILLO - LEONCIO PRADO - HUANUCO",ACTIVO,VIABLE,23495.0,23495.0,0,0.0,0.0,31/03/2012 00:00,SNIP,PIP MENOR (SNIP),31638.5,0.0
4744,2603415,2603415,"REPARACION DE ESTRUCTURA DE CAPTACION (BOCATOMA) Y CANAL DE CONDUCCION EN EL(LA) SISTEMA DE RIEGO SANJAYRUMI YURACYACU  DISTRITO DE PAUCARBAMBA, PROVINCIA CHURCAMPA, DEPARTAMENTO HUANCAVELICA",ACTIVO,APROBADO,286390.65,141982.0,0,0.0,0.0,18/07/2023 00:00,INVIERTE,INVERSIONES IOARR,132686.77,0.0
1918,2607046,2607046,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL ANEXO DE PALESTINA BAJA   DISTRITO DE COVIRIALI DE LA PROVINCIA DE SATIPO DEL DEPARTAMENTO DE JUNIN,ACTIVO,VIABLE,870955.31,876572.8,0,0.0,0.0,8/08/2023 00:00,INVIERTE,PROYECTO DE INVERSION,15000.0,0.0
4704,2487171,2487171,"¿RECUPERACIÓN DEL LOCAL ESCOLAR INICIAL, PRIMARIO Y SECUNDARIO MANUEL SCORZA CON CÓDIGO DEL LOCAL N° 414081 DEL CENTRO POBLADO NUEVO TALLAN DEL DISTRITO DE EL TALLAN - PROVINCIA DE PIURA - REGIÓN PIURA¿",ACTIVO,APROBADO,12099706.17,12113241.81,0,0.0,0.0,12/05/2020 00:00,INVIERTE,INTERVENCIONES IRI,11815616.47,0.0
4649,2035044,32756,"CONSTRUCCION PARQUE ECOLOGICO MULTIUSOS A.H. MARCO JARA II ETAPA PAITA, PROVINCIA DE PAITA - PIURA",ACTIVO,VIABLE,193706.0,193706.0,0,0.0,0.0,5/08/2006 00:00,SNIP,PIP MAYOR (SNIP),2250.0,0.0
3359,2664599,2664599,"MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN CAPACIDADES PRODUCTIVAS Y TECNOLOGICAS DE PECES ORNAMENTALES EN LAS LOCALIDADES DE NUEVO KUWAIT, URARINAS. JORGE CHAVEZ Y ATUN POZA EN EL   DISTRITO DE PUINAHUA DE LA PROVINCIA DE REQUENA DEL DEPARTAMENTO DE LORETO",ACTIVO,VIABLE,1959180.0,1959180.0,0,0.0,0.0,5/12/2024 00:00,INVIERTE,PROYECTO DE INVERSION,40000.0,0.0
1511,2386567,2386567,"CREACION DE LA SUBESTACION PICOTA EN EL TRAMO LT 138 KV BELLAVISTA-PICOTA, DISTRITO PICOTA, PROVINCIA PICOTA, REGION SAN MARTIN",ACTIVO,VIABLE,16794972.43,34996873.41,0,0.0,0.0,27/09/2017 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
4376,2626823,2626823,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN INICIAL EN I.E. 324   DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH,ACTIVO,VIABLE,3017137.88,3017137.88,0,0.0,0.0,27/12/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
241,2046711,20748,SUSTITUCION  INFRAESTRUCTURA E IMPLEMENTACION DE MOBILIARIOS Y EQUIPO EN LA IE Nº 39013/MX-P CLARA CASTILLO DE GAYOZZO DE HUANTA,ACTIVO,VIABLE,1141208.0,1430499.0,0,0.0,0.0,24/04/2007 00:00,SNIP,PIP MAYOR (SNIP),1085499.24,0.0
805,2551907,2551907,"CREACION DE LA INFRAESTRUCTURA DE USO DE LA OFICINA DE REGISTRO CIVIL  DE LA MUNICIPALIDAD, PAUCARBAMBA DEL DISTRITO DE PAUCARBAMBA - PROVINCIA DE CHURCAMPA - DEPARTAMENTO DE HUANCAVELICA",ACTIVO,VIABLE,89418.64,116830.18,0,0.0,0.0,22/05/2022 00:00,INVIERTE,PROYECTO DE INVERSION,4400.0,0.0
4122,2111829,147770,"MEJORAMIENTO DE LA GESTION INTEGRAL DE RESIDUOS SOLIDOS MUNICIPALES EN EL DISTRITO DE CHUQUIBAMBILLA, PROVINCIA DE GRAU - APURIMAC",ACTIVO,VIABLE,3694848.0,3694848.0,0,0.0,0.0,15/03/2010 00:00,SNIP,PIP MAYOR (SNIP),312401.65,0.0
4884,2586825,2586825,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN SUB GERENCIA DE DESARROLLO ECONOMICO DEL   DISTRITO DE CAYLLOMA DE LA PROVINCIA DE CAYLLOMA DEL DEPARTAMENTO DE AREQUIPA,ACTIVO,VIABLE,3653667.3,5657261.09,0,0.0,0.0,31/03/2023 00:00,INVIERTE,PROYECTO DE INVERSION,3095130.9,32100.0
4497,2305020,343850,"MEJORAMIENTO DEL SERVICIO DE PROTECCIÓN CONTRA INUNDACIONES EN LA COMUNIDAD DE GUITARRANI - CALAMARCA MARGEN DERECHA DEL RÍO GUITARRANI (PROGRESIVA KM 0 + 000 - 1 + 200), DISTRITO DE VILQUE CHICO - HUANCANE - PUNO",ACTIVO,VIABLE,2111874.0,2234496.6,0,0.0,0.0,3/02/2016 00:00,SNIP,PIP MAYOR (SNIP),0.0,0.0
3016,2353007,2353007,"REHABILITACIÓN DE LA  CALLE HUANCAVELICA ENTRE AV. LORETO Y AV. SAN MARTIN DEL DISTRITO DE PIURA PROVINCIA PIURA, DEPARTAMENTO DE PIURA",ACTIVO,APROBADO,323087.14,323087.14,0,0.0,0.0,16/05/2017 00:00,INVIERTE,INVERSIONES IOARR,314042.28,0.0
1809,2493215,2493215,"MEJORAMIENTO Y AMPLIACION DE LOS CANALES DE RIEGO EN LOS SECTORES DE KANKA RURAN ¿ CANCHA PACHAN, PANIRIRPA ¿ COCHKAK, KARAJANCHA ¿ JATUN SEQUIA, LLAMAPASHILLUM ¿ COCHAJIRCA, QUECHACAP ¿ ALLAHUARY, CARHUACRUZ ¿ AYAMACHE DEL  DISTRITO DE COTAPARACO - PROVINCIA DE RECUAY - DEPARTAMENTO DE ANCASH",ACTIVO,VIABLE,2650021.13,6403768.06,0,0.0,0.0,22/07/2020 00:00,INVIERTE,PROYECTO DE INVERSION,105580.3,0.0
3056,2161509,223235,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL ANEXO DE PALLANCATA, DISTRITO DE CORONEL CASTANEDA - PARINACOCHAS - AYACUCHO",ACTIVO,VIABLE,266227.18,361100.0,0,0.0,0.0,30/07/2012 00:00,SNIP,PIP MENOR (SNIP),330171.29,0.0
788,2576215,2576215,MEJORAMIENTO DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 38642 INCA GARCILAZO DE LA VEGA  DE CENTRO POBLADO LA VEGA DISTRITO DE HUAMANGUILLA DE LA PROVINCIA DE HUANTA DEL DEPARTAMENTO DE AYACUCHO,ACTIVO,VIABLE,5574031.72,5574031.72,0,0.0,0.0,26/02/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1844,2108868,138182,"ACONDICIONAMIENTO PARA LA CONSERVACIÓN DE SUELOS EN LA COMUNIDAD DE CANGACHI, DISTRITO DE HUACULLANI - CHUCUITO - PUNO",ACTIVO,VIABLE,47910.28,47910.28,0,0.0,0.0,26/11/2009 00:00,SNIP,PIP MENOR (SNIP),47232.6,0.0
1120,2315489,352847,"MEJORAMIENTO DE CAPACIDADES EDUCATIVAS EN INSTITUCIONES EDUCATIVAS PUBLICAS DE LA, PROVINCIA DE SANTIAGO DE CHUCO - LA LIBERTAD",ACTIVO,VIABLE,218548.22,186473.5,0,0.0,0.0,30/03/2016 00:00,SNIP,PIP MENOR (SNIP),115875.6,0.0
2293,2324087,360936,"MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD PEATONAL EN EL JR. ARICA TRAMO AV. UNION - JR. PASCO EN LA LOCALIDAD DE CARHUAMAYO, DISTRITO DE CARHUAMAYO - JUNIN - JUNIN",ACTIVO,VIABLE,1455388.0,1580467.83,0,0.0,0.0,23/09/2016 00:00,SNIP,PIP MAYOR (SNIP),16750.0,0.0
4407,2420399,2420399,CREACION DEL SERVICIO DEL LOCAL COMUNAL  EN LA LOCALIDAD DE COMUNPAMPA DEL DISTRITO DE ONGOY - PROVINCIA DE CHINCHEROS - DEPARTAMENTO DE APURIMAC,ACTIVO,VIABLE,187990.38,187990.38,0,0.0,0.0,3/08/2018 00:00,INVIERTE,PROYECTO DE INVERSION,8000.0,0.0
3879,2538556,2538556,"RENOVACION DE LINEA PRIMARIA EN EL(LA) ALIMENTADOR PM08 DESDE ALEGRIA HASTA ALERTA POR INCREMENTO DE CARGA, DEL DISTRITO DE LAS PIEDRAS, PROVINCIA DE TAMBOPATA Y DEL  DISTRITO DE TAHUAMANU, PROVINCIA TAHUAMANU, DEPARTAMENTO MADRE DE DIOS",ACTIVO,APROBADO,8706901.5,7930606.34,0,0.0,0.0,14/06/2023 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
2905,2687769,2687769,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN POLIDEPORTIVO SECTOR WATANABE  DE CENTRO POBLADO CALIFORNIA DISTRITO DE VIRU DE LA PROVINCIA DE VIRU DEL DEPARTAMENTO DE LA LIBERTAD,ACTIVO,VIABLE,447958.82,561134.6,0,0.0,0.0,4/06/2025 00:00,INVIERTE,PROYECTO DE INVERSION,42000.0,0.0
4412,2145613,184921,"CONSTRUCCION DEL CAMINO VECINAL CRUCE CARRETERA SAN JOSE DE PORCON - PASAMBARA, DISTRITO DE QUIRUVILCA - SANTIAGO DE CHUCO - LA LIBERTAD",ACTIVO,VIABLE,619376.36,595233.13,0,0.0,0.0,9/08/2011 00:00,SNIP,PIP MENOR (SNIP),556466.86,0.0
3888,2606568,2606568,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA ASOCIACIÓN SEÑOR DE LOS MILAGROS DEL   DISTRITO DE YARABAMBA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA,ACTIVO,VIABLE,2865892.75,2865892.75,0,0.0,0.0,11/08/2023 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
3901,2656973,2656973,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE DEPORTIVO DE MONTERREY DE LA ASOCIACIÓN DE VIVIENDA MONTERREY   DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,ACTIVO,VIABLE,1743555.59,2238831.81,0,0.0,0.0,26/12/2024 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
2447,2593697,2593697,"REPARACION DE INFRAESTRUCTURA PARA ADMINISTRACION EN EL(LA) SALON DE USOS MULTIPLES DE LAS LOCALIDADES DE JACHA HUINCHOCA Y YANAQUEAMAYA DEL  DISTRITO DE ACORA, PROVINCIA PUNO, DEPARTAMENTO PUNO",ACTIVO,APROBADO,143671.14,140013.6,0,0.0,0.0,10/05/2023 00:00,INVIERTE,INVERSIONES IOARR,78930.15,0.0
2368,2190234,260130,"INSTALACION DE LA LOSA MULTIDEPORTIVA  DE LA LOCALIDAD DE ATASH, DISTRITO DE HUACHIS - HUARI - ANCASH",ACTIVO,VIABLE,579498.05,789073.63,0,0.0,0.0,8/07/2013 00:00,SNIP,PIP MENOR (SNIP),768023.2,0.0
4667,2627288,2627288,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LOS JIRONES ANCASH Y PABLO FLORES E INTERSECCIONES DE LOS JR. JOSE DE SUCRE, INDEPENDENCIA, LA LIBERTAD, LA REPUBLICA DINAMARCA. ALFREDO SAN MARTIN   DISTRITO DE SUCCHA DE LA PROVINCIA DE AIJA DEL DEPARTAMENTO DE ANCASH",ACTIVO,VIABLE,5094330.84,5094330.84,0,0.0,0.0,22/12/2023 00:00,INVIERTE,PROYECTO DE INVERSION,14000.0,0.0
503,2325007,361718,"CREACION DE COMEDORES ESCOLARES EN LAS INSTITUCIONES EDUCATIVAS DEL NIVEL PRIMARIO, DISTRITO DE TINYAHUARCO - PASCO - PASCO",ACTIVO,VIABLE,2093442.0,2228774.22,0,0.0,0.0,22/11/2016 00:00,SNIP,PIP MAYOR (SNIP),709926.47,0.0
4919,2277144,322137,"CONSTRUCCION DE PUENTE DE CONCRETO ARMADO EN LA QUEBRADA CAMPO PLATA, ENTRE EL JR. FRANCISCO BOLOGNESI CUADRA 06 Y JR. RIVAS ARAOS, JUNTA VECINAL ANGEL ARELLANO, CIUDAD DE ATALAYA, PROVINCIA DE ATALAYA - UCAYALI",ACTIVO,VIABLE,1079214.54,1265541.59,0,0.0,0.0,18/07/2015 00:00,SNIP,PIP MENOR (SNIP),31580.0,0.0
1387,2697388,2697388,"ADQUISICION DE AMBULANCIA RURAL EN EL(LA) DE APOYO CAJABAMBA  DISTRITO DE CAJABAMBA, PROVINCIA CAJABAMBA, DEPARTAMENTO CAJAMARCA",ACTIVO,APROBADO,387500.0,387500.0,0,0.0,0.0,26/06/2025 00:00,INVIERTE,INVERSIONES IOARR,0.0,0.0
1192,2034464,30107,CONSTRUCCION DEFENSA RIBEREÑA CHANCHAMAYO - SAN RAMON - PUENTE HERRERIA,ACTIVO,VIABLE,476857.0,190531.33,0,0.0,0.0,28/06/2006 00:00,SNIP,PIP MAYOR (SNIP),24296.25,0.0
1330,2593439,2593439,MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LA AVENIDA 1 TRAMO: AVENIDA ARENERA HASTA LA AVENIDA AVIACION DEL DISTRITO DE NUEVO CHIMBOTE DE LA PROVINCIA DE SANTA DEL DEPARTAMENTO DE ANCASH,ACTIVO,VIABLE,2857786.97,2747664.58,0,0.0,0.0,8/05/2023 00:00,INVIERTE,PROYECTO DE INVERSION,38900.0,0.0
3125,2567345,2567345,CREACION DEL SERVICIO DE TRANSITABILIDAD DEL CAMINO VECINAL TRAMO SAN MIGUEL DE CHOGOBAMBA ¿ PAMPAMACHAY DEL CENTRO POBLADO DE TRES DE MAYO DE PAGSHAG DEL DISTRITO DE CHURUBAMBA - PROVINCIA DE HUANUCO - DEPARTAMENTO DE HUANUCO,ACTIVO,VIABLE,3594325.86,3594325.86,0,0.0,0.0,13/12/2022 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
1636,2540380,2540380,"CREACION DE LOS SERVICIOS DE ESPACIOS PÚBLICOS: PARQUE Y LOSA DEPORTIVA, EN LAS MZ B1 Y A1, DEL AA.HH. LAS COLINAS,  DISTRITO DE MI PERU - PROVINCIA DE CALLAO - DEPARTAMENTO DE CALLAO",ACTIVO,VIABLE,1217808.24,1106302.18,0,0.0,0.0,4/02/2022 00:00,INVIERTE,PROYECTO DE INVERSION,0.0,0.0
